"Account # 5PD19713 Account History"
"Transaction Type=ALL; Symbol=; Time Range=Dec 01 2016 to Apr 01 2017"
TransactionID, Date, Time,Type,Description,Strike,Type,Side,Quantity,Symbol,Price per unit,Underlier Symbol,Fee,Commission,Amount,Security Type, Expiration Date,Security Description,Open or Close,Deliverables,Market Statistics, Trade Journal notes
"1000059079397","28-Feb-2017","13:20:33","Trade","Sold 3 SWN Apr17 9 put (SWNP2117C009000) @ $1.70","9.000000","PUT","SELL","3.0000000000","SWNP2117C009000","1.7000000000000","SWN","0.1600","8.9500","500.8900","Option","21-Apr-2017","Southwestern Energy Ord Shs","OPEN","SWN SWN 100.0 100 null null  SWN : 100","",""
"0","23-Feb-2017","19:34:26","Journal","FEBRUARY CREDIT INTEREST      ","0","","","","","","","0","0.0000","0.2000","","","","","","",""
"1000058462802","15-Feb-2017","20:03:42","Option Expiration","Sold 2 VIX Feb17 24 call (VIXB1517C024000) @ $.00","24.000000","CALL","SELL","-2.0000000000","VIXB1517C024000","0.0000000000000","VIX","0","0","0.0000","Option","15-Feb-2017","CBOE Market Volatility Index","CLOSE","VIX VIX 100.0 100 null null  VIX : 100","",""
"1000057789567","03-Feb-2017","09:39:39","Trade","Bought 5 GPRO Feb17 10 put (GPRON1717C010000) @ $0.95","10.000000","PUT","BUY","5.0000000000","GPRON1717C010000","0.9500000000000","GPRO","0.2100","13.2500","-488.4600","Option","17-Feb-2017","GoPro Ord Shs Class A","CLOSE","GPRO GPRO 100.0 100 null null  GPRO : 100","",""
"1000057789568","03-Feb-2017","09:39:39","Trade","Sold 3 GPRO Apr17 9 put (GPROP2117C009000) @ $1.12","9.000000","PUT","SELL","3.0000000000","GPROP2117C009000","1.1200000000000","GPRO","0.1500","0.4500","335.4000","Option","21-Apr-2017","GoPro Ord Shs Class A","OPEN","GPRO GPRO 100.0 100 null null  GPRO : 100","",""
"1000057789570","03-Feb-2017","09:39:39","Trade","Sold 4 GPRO Apr17 9 put (GPROP2117C009000) @ $1.11","9.000000","PUT","SELL","4.0000000000","GPROP2117C009000","1.1100000000000","GPRO","0.1900","0.6000","443.2100","Option","21-Apr-2017","GoPro Ord Shs Class A","OPEN","GPRO GPRO 100.0 100 null null  GPRO : 100","",""
"1000057783719","03-Feb-2017","09:30:29","Trade","Bought 10 FIT Feb17 9 put (FITN1717C009000) @ $2.91","9.000000","PUT","BUY","10.0000000000","FITN1717C009000","2.9100000000000","FIT","0.4200","14.0000","-2924.4200","Option","17-Feb-2017","Fitbit Ord Shs Class A","CLOSE","FIT FIT 100.0 100 null null  FIT : 100","",""
"1000057783736","03-Feb-2017","09:30:29","Trade","Sold 10 FIT May17 9 put (FITQ1917C009000) @ $3.11","9.000000","PUT","SELL","10.0000000000","FITQ1917C009000","3.1100000000000","FIT","0.5100","1.5000","3107.9900","Option","19-May-2017","Fitbit Ord Shs Class A","OPEN","FIT FIT 100.0 100 null null  FIT : 100","",""
"1000057783450","03-Feb-2017","09:30:02","Trade","Bought 6 RIG Feb17 14 put (RIGN1717C014000) @ $0.58","14.000000","PUT","BUY","6.0000000000","RIGN1717C014000","0.5800000000000","RIG","0.2500","13.4000","-361.6500","Option","17-Feb-2017","Transocean Ord Shs","CLOSE","RIG RIG 100.0 100 null null  RIG : 100","",""
"1000057783461","03-Feb-2017","09:30:02","Trade","Sold 6 RIG May17 13 put (RIGQ1917C013000) @ $1.03","13.000000","PUT","SELL","6.0000000000","RIGQ1917C013000","1.0300000000000","RIG","0.2800","0.9000","616.8200","Option","19-May-2017","Transocean Ord Shs","OPEN","RIG RIG 100.0 100 null null  RIG : 100","",""
"0","25-Jan-2017","20:39:19","Journal","JANUARY CREDIT INTEREST       ","0","","","","","","","0","0.0000","0.2000","","","","","","",""
"1000057145992","23-Jan-2017","09:30:03","Trade","Bought 3 ANF Jan-27-17 14 put (ANFM2717C014000) @ $6.16","14.000000","PUT","BUY","3.0000000000","ANFM2717C014000","6.1600000000000","ANF","0.1200","12.9500","-1861.0700","Option","27-Jan-2017","Abercrombie and Fitch Ord Class A","CLOSE","ANF ANF 100.0 100 null null  ANF : 100","",""
"1000057146000","23-Jan-2017","09:30:03","Trade","Sold 6 ANF Mar17 13 put (ANFO1717C013000) @ $3.83","13.000000","PUT","SELL","6.0000000000","ANFO1717C013000","3.8300000000000","ANF","0.3100","0.9000","2296.7900","Option","17-Mar-2017","Abercrombie and Fitch Ord Class A","OPEN","ANF ANF 100.0 100 null null  ANF : 100","",""
"1000057137244","21-Jan-2017","09:38:20","Assignment","Sold 200 RIG @ $14.00","0","","SELL","200.0000000000","RIG","14.0000000000000","RIG","0.0900","4.9500","2794.9600","Equity","","Transocean Ord Shs","CLOSE","","",""
"1000057093024","20-Jan-2017","20:29:51","Option Expiration","Bought 2 RIGA2017C014000 @ $0.00","0","","BUY","2.0000000000","RIGA2017C014000","0.0000000000000","","0","0","0.0000","Option","","RIGA2017C014000","CLOSE","","",""
"1000056994969","20-Jan-2017","09:30:01","Trade","Bought 4 P Mar17 12 put (PO1717C012000) @ $0.62","12.000000","PUT","BUY","4.0000000000","PO1717C012000","0.6200000000000","P","0.1600","13.1000","-261.2600","Option","17-Mar-2017","Pandora Media Ord Shs","CLOSE","P P 100.0 100 null null  P : 100","",""
"1000056994978","20-Jan-2017","09:30:01","Trade","Bought 9 P Mar17 12 put (PO1717C012000) @ $0.61","12.000000","PUT","BUY","9.0000000000","PO1717C012000","0.6100000000000","P","0.3700","1.3500","-550.7200","Option","17-Mar-2017","Pandora Media Ord Shs","CLOSE","P P 100.0 100 null null  P : 100","",""
"1000056994984","20-Jan-2017","09:30:01","Trade","Sold 8 P Jun17 12 put (PR1617C012000) @ $1.09","12.000000","PUT","SELL","8.0000000000","PR1617C012000","1.0900000000000","P","0.3700","1.2000","870.4300","Option","16-Jun-2017","Pandora Media Ord Shs","OPEN","P P 100.0 100 null null  P : 100","",""
"1000056941772","19-Jan-2017","09:50:48","Trade","Bought 5 FTR Jan17 4.5 put (FTRM2017C004500) @ $0.97","4.500000","PUT","BUY","5.0000000000","FTRM2017C004500","0.9700000000000","FTR","0.2000","13.2500","-498.4500","Option","20-Jan-2017","Frontier Communications Ord Shs","CLOSE","FTR FTR 100.0 100 null null  FTR : 100","",""
"1000056941774","19-Jan-2017","09:50:48","Trade","Bought 2 FTR Jan17 4.5 put (FTRM2017C004500) @ $0.96","4.500000","PUT","BUY","2.0000000000","FTRM2017C004500","0.9600000000000","FTR","0.0800","0.3000","-192.3800","Option","20-Jan-2017","Frontier Communications Ord Shs","CLOSE","FTR FTR 100.0 100 null null  FTR : 100","",""
"1000056941776","19-Jan-2017","09:50:48","Trade","Sold 12 FTR May17 4 put (FTRQ1917C004000) @ $.66","4.000000","PUT","SELL","12.0000000000","FTRQ1917C004000","0.6600000000000","FTR","0.5300","1.8000","789.6700","Option","19-May-2017","Frontier Communications Ord Shs","OPEN","FTR FTR 100.0 100 null null  FTR : 100","",""
"1000056941731","19-Jan-2017","09:50:20","Trade","Bought 2 SHLD Jan17 12 put (SHLDM2017C012000) @ $3.09","12.000000","PUT","BUY","2.0000000000","SHLDM2017C012000","3.0900000000000","SHLD","0.0800","12.8000","-630.8800","Option","20-Jan-2017","Sears Holdings Ord Shs","CLOSE","SHLD SHLD 100.0 100 null null  SHLD : 100","",""
"1000056941733","19-Jan-2017","09:50:20","Trade","Bought 1 SHLD Jan17 12 put (SHLDM2017C012000) @ $3.08","12.000000","PUT","BUY","1.0000000000","SHLDM2017C012000","3.0800000000000","SHLD","0.0400","0.1500","-308.1900","Option","20-Jan-2017","Sears Holdings Ord Shs","CLOSE","SHLD SHLD 100.0 100 null null  SHLD : 100","",""
"1000056941734","19-Jan-2017","09:50:20","Trade","Sold 4 SHLD Mar17 11 put (SHLDO1717C011000) @ $2.95","11.000000","PUT","SELL","4.0000000000","SHLDO1717C011000","2.9500000000000","SHLD","0.2000","0.6000","1179.2000","Option","17-Mar-2017","Sears Holdings Ord Shs","OPEN","SHLD SHLD 100.0 100 null null  SHLD : 100","",""
"1000056711261","12-Jan-2017","13:49:56","Trade","Bought 6 PBI Jan17 17 put (PBIM2017C017000) @ $0.83","17.000000","PUT","BUY","6.0000000000","PBIM2017C017000","0.8300000000000","PBI","0.2400","13.4000","-511.6400","Option","20-Jan-2017","Pitney Bowes Ord Shs","CLOSE","PBI PBI 100.0 100 null null  PBI : 100","",""
"1000056711263","12-Jan-2017","13:49:56","Trade","Sold 9 PBI Apr17 16 put (PBIP2117C016000) @ $.87","16.000000","PUT","SELL","9.0000000000","PBIP2117C016000","0.8700000000000","PBI","0.4100","1.3500","781.2400","Option","21-Apr-2017","Pitney Bowes Ord Shs","OPEN","PBI PBI 100.0 100 null null  PBI : 100","",""
"1000056276086","04-Jan-2017","09:38:08","Trade","Bought 4 F Jan17 12 put (FM2017C012000) @ $0.05","12.000000","PUT","BUY","4.0000000000","FM2017C012000","0.0500000000000","F","0.1600","0.0000","-20.1600","Option","20-Jan-2017","Ford Motor Ord Shs","CLOSE","F F 100.0 100 null null  F : 100","",""
"1000056204485","31-Dec-2016","09:33:19","Assignment","Sold 100 MU @ $18.00","0","","SELL","100.0000000000","MU","18.0000000000000","MU","0.0500","4.9500","1795.0000","Equity","","Micron Technology Ord Shs","CLOSE","","",""
"0","31-Dec-2016","07:09:47","Dividend","GES: GUESS INC                     ","0","","","","GES","","GES","0","0.0000","67.5000","Equity","","Guess Ord Shs","","","",""
"1000056194364","30-Dec-2016","20:08:56","Option Expiration","Bought 1 MU Dec-30-16 18 call (MUL3016C018000) @ $.00","18.000000","CALL","BUY","1.0000000000","MUL3016C018000","0.0000000000000","MU","0","0","0.0000","Option","30-Dec-2016","Micron Technology Ord Shs","CLOSE","MU MU 100.0 100 null null  MU : 100","",""
"0","27-Dec-2016","19:03:51","Journal","DECEMBER CREDIT INTEREST      ","0","","","","","","","0","0.0000","0.2300","","","","","","",""
"1000055965266","27-Dec-2016","09:30:03","Trade","Bought 5 FIT Dec-30-16 9.5 put (FITX3016C009500) @ $6.14","9.500000","PUT","BUY","5.0000000000","FITX3016C009500","6.1400000000000","FIT","0.2000","13.2500","-3083.4500","Option","30-Dec-2016","Fitbit Ord Shs Class A","CLOSE","FIT FIT 100.0 100 null null  FIT : 100","",""
"1000055965273","27-Dec-2016","09:30:03","Trade","Sold 10 FIT Feb17 9 put (FITN1717C009000) @ $3.87","9.000000","PUT","SELL","10.0000000000","FITN1717C009000","3.8700000000000","FIT","0.5200","1.5000","3867.9800","Option","17-Feb-2017","Fitbit Ord Shs Class A","OPEN","FIT FIT 100.0 100 null null  FIT : 100","",""
"1000055902354","22-Dec-2016","12:11:36","Trade","Bought 2 VIX Feb17 24 call (VIXB1517C024000) @ $0.65","24.000000","CALL","BUY","2.0000000000","VIXB1517C024000","0.6500000000000","VIX","0.8000","8.8000","-139.6000","Option","15-Feb-2017","CBOE Market Volatility Index","OPEN","VIX VIX 100.0 100 null null  VIX : 100","",""
"1000055791051","20-Dec-2016","11:17:52","Trade","Sold 3 ANF Jan-27-17 14 put (ANFM2717C014000) @ $1.35","14.000000","PUT","SELL","3.0000000000","ANFM2717C014000","1.3500000000000","ANF","0.1400","8.9500","395.9100","Option","27-Jan-2017","Abercrombie and Fitch Ord Class A","OPEN","ANF ANF 100.0 100 null null  ANF : 100","",""
"1000055605711","16-Dec-2016","10:04:18","Trade","Sold 7 FTR Jan17 4.5 put (FTRM2017C004500) @ $1.00","4.500000","PUT","SELL","7.0000000000","FTRM2017C004500","1.0000000000000","FTR","0.3100","9.5500","690.1400","Option","20-Jan-2017","Frontier Communications Ord Shs","OPEN","FTR FTR 100.0 100 null null  FTR : 100","",""
"1000055467121","14-Dec-2016","09:53:31","Trade","Bought 3 GES Dec16 16 put (GESX1616C016000) @ $2.88","16.000000","PUT","BUY","3.0000000000","GESX1616C016000","2.8800000000000","GES","0.1200","12.9500","-877.0700","Option","16-Dec-2016","Guess Ord Shs","CLOSE","GES GES 100.0 100 null null  GES : 100","",""
"1000055467122","14-Dec-2016","09:53:31","Trade","Bought 3 GES Dec16 16 put (GESX1616C016000) @ $2.87","16.000000","PUT","BUY","3.0000000000","GESX1616C016000","2.8700000000000","GES","0.1200","0.4500","-861.5700","Option","16-Dec-2016","Guess Ord Shs","CLOSE","GES GES 100.0 100 null null  GES : 100","",""
"1000055467123","14-Dec-2016","09:53:31","Trade","Sold 9 GES Mar17 15 put (GESO1717C015000) @ $2.21","15.000000","PUT","SELL","9.0000000000","GESO1717C015000","2.2100000000000","GES","0.4400","1.3500","1987.2100","Option","17-Mar-2017","Guess Ord Shs","OPEN","GES GES 100.0 100 null null  GES : 100","",""
"1000055440950","13-Dec-2016","13:52:32","Trade","Bought 1 HRB Dec16 23 put (HRBX1616C023000) @ $0.05","23.000000","PUT","BUY","1.0000000000","HRBX1616C023000","0.0500000000000","HRB","0.0400","0.0000","-5.0400","Option","16-Dec-2016","H&R Block Ord Shs","CLOSE","HRB HRB 100.0 100 null null  HRB : 100","",""
"1000055440951","13-Dec-2016","13:52:32","Trade","Bought 2 HRB Dec16 23 put (HRBX1616C023000) @ $0.05","23.000000","PUT","BUY","2.0000000000","HRBX1616C023000","0.0500000000000","HRB","0.0800","0.0000","-10.0800","Option","16-Dec-2016","H&R Block Ord Shs","CLOSE","HRB HRB 100.0 100 null null  HRB : 100","",""
"1000055391260","13-Dec-2016","09:30:00","Trade","Bought 3 GPRO Dec16 11 put (GPROX1616C011000) @ $2.12","11.000000","PUT","BUY","3.0000000000","GPROX1616C011000","2.1200000000000","GPRO","0.1200","12.9500","-649.0700","Option","16-Dec-2016","GoPro Ord Shs Class A","CLOSE","GPRO GPRO 100.0 100 null null  GPRO : 100","",""
"1000055391267","13-Dec-2016","09:30:00","Trade","Sold 1 GPRO Feb17 10 put (GPRON1717C010000) @ $2.23","10.000000","PUT","SELL","1.0000000000","GPRON1717C010000","2.2300000000000","GPRO","0.0600","0.1500","222.7900","Option","17-Feb-2017","GoPro Ord Shs Class A","OPEN","GPRO GPRO 100.0 100 null null  GPRO : 100","",""
"1000055391269","13-Dec-2016","09:30:00","Trade","Sold 4 GPRO Feb17 10 put (GPRON1717C010000) @ $2.22","10.000000","PUT","SELL","4.0000000000","GPRON1717C010000","2.2200000000000","GPRO","0.1900","0.6000","887.2100","Option","17-Feb-2017","GoPro Ord Shs Class A","OPEN","GPRO GPRO 100.0 100 null null  GPRO : 100","",""
"0","12-Dec-2016","10:54:53","ACH Withdrawal","ACH WITHDRAWAL $5,000.00 ON 12/12/2016","0","","","","","","","0","0.0000","-5000.0000","","","","","","",""
"1000055108406","07-Dec-2016","10:40:17","Trade","Sold 100 OREX @ $1.8418","0","","SELL","100.0000000000","OREX","1.8418000000000","OREX","0.0200","3.9500","180.2100","Equity","","Orexigen Therapeutics Ord Shs","CLOSE","","",""
"1000055047729","06-Dec-2016","11:22:05","Trade","Bought 9 RIG Jan17 13 put (RIGM2017C013000) @ $0.51","13.000000","PUT","BUY","9.0000000000","RIGM2017C013000","0.5100000000000","RIG","0.3700","13.8500","-473.2200","Option","20-Jan-2017","Transocean Ord Shs","CLOSE","RIG RIG 100.0 100 null null  RIG : 100","",""
"1000055047730","06-Dec-2016","11:22:05","Trade","Sold 3 RIG Feb17 14 put (RIGN1717C014000) @ $1.19","14.000000","PUT","SELL","3.0000000000","RIGN1717C014000","1.1900000000000","RIG","0.1400","0.4500","356.4100","Option","17-Feb-2017","Transocean Ord Shs","OPEN","RIG RIG 100.0 100 null null  RIG : 100","",""
"1000055047731","06-Dec-2016","11:22:05","Trade","Sold 3 RIG Feb17 14 put (RIGN1717C014000) @ $1.20","14.000000","PUT","SELL","3.0000000000","RIGN1717C014000","1.2000000000000","RIG","0.1400","0.4500","359.4100","Option","17-Feb-2017","Transocean Ord Shs","OPEN","RIG RIG 100.0 100 null null  RIG : 100","",""
"1000055040027","06-Dec-2016","10:19:19","Trade","Sold 2 RIG Jan17 14 call (RIGA2017C014000) @ $1.05","14.000000","CALL","SELL","2.0000000000","RIGA2017C014000","1.0500000000000","RIG","0.1000","8.8000","201.1000","Option","20-Jan-2017","Transocean Ord Shs","OPEN","RIG RIG 100.0 100 null null  RIG : 100","",""
"1000055031196","06-Dec-2016","09:39:40","Trade","Sold 3 SHLD Jan17 12 put (SHLDM2017C012000) @ $2.35","12.000000","PUT","SELL","3.0000000000","SHLDM2017C012000","2.3500000000000","SHLD","0.1500","8.9500","695.9000","Option","20-Jan-2017","Sears Holdings Ord Shs","OPEN","SHLD SHLD 100.0 100 null null  SHLD : 100","",""
